,author,published_at,comment,like
1738,@JaysSabar,2024-06-16T02:44:21Z,@@Yusaedi congor loe terlalu kenceng urus aja kerjaan loe supaya kluarga loe bisa makan😂😂,0
1739,@jupitersatuvenus7125,2024-06-15T16:40:53Z,"Saya turunan  perantauan  yg lahir dan tinggal di Balikpapan puluhan tahun, saya generasi ke 3 dan anak saya yg ke 4 dan bakal lahir generasi ke 5,.. menyaksikan sendiri 15 tahun terakhir melesatnya perkembangan kota Balikpapan...pasti sebentar saja IKN melesat jua dalam waktu 15 tahun ..Balikpapan dihuni oleh berbagai suku dan   bahasa ..IKN akan sama ...",0
1740,@widjihindariwati4820,2024-06-15T17:05:48Z,"Dua tahun yg lalu saya ke tenggarong, jalannya bogang2",0
1741,@jupitersatuvenus7125,2024-06-16T11:08:40Z,"@@widjihindariwati4820 ya ke Tenggarong...jauh itu bro...lewat Loa janan ya bogang bogang....coba lewat  Samarinda ke Tenggarong , mulus jalannya dan cepat sampai...",0
1742,@gempurtukiditukidi7707,2024-06-15T16:36:06Z,Pengumuman dari bp rt... Besuk hari minggu... Di harap warga rt 3/17 Kerja bakti bersih2 lingkungan sekitar masjid... Untuk persiapan idul adha.. Dan korban😂😂😂,0
1743,@Kamalshah-n7m,2024-06-15T16:35:00Z,80persen siap tu istana president bukan nya IKN..,0
1744,@CokMuter,2024-06-15T16:33:12Z,"Nanti untuk pejabat , pegawai , yg tidak mau menetap di ikn , akan disiapkan pesawat gratis , untuk angkutan para prtugas , pulang pergi , paling 1 jam perlu waktu.",0
1745,@keluargaygsakinah4621,2024-06-15T16:32:28Z,Pak ngambalin mantap yg satunya si kakek itu kayanya golonganya yang onoh kelihatan dari bicaranya kaya ngledek begitu,0
1746,@hasrulrasyid3951,2024-06-15T16:29:55Z,Mana suaranya yang pilih 2014 sama 2019.,0
1747,@fajarirwanto-st6bs,2024-06-15T16:52:40Z,Mungkin buat aku sebagai pembelajaran dlm menentukan pilihan supaya tidak keliru.maaf selama ini aku menjadi pendukung yg telah dikecewakannya,0
1748,@chanelzuldar2140,2024-06-15T16:28:44Z,"Orang kecil bicara hal hal yang kecil.
MRT. LRT.whoose itu semua bukan Anis.
Beliau hanya mengintegrasikan saja.",0
1749,@Purwadi07,2024-06-15T16:28:19Z,Mukanya nyambelin jiwanya medisin bibirnya majuin.,0
1750,@jupitersatuvenus7125,2024-06-15T16:28:11Z,International network yg berhubungan dgn investasi asing  dipimpin pak Bambang mantan kepala otorita IKN sungguh tepat karena pak Bambang berpengalaman dibidangnya..untuk luar negeri.....Jakarta mau tenggelam oleh air laut dan turunnya tanah akibat air tanah tergerus diambil untuk keperluan orang banyak Jakarta..Jakarta kota terpadat no sekian di dunia...studi kelayakan sudah dilakukan ..coba undang bpk Bambang Brojonegoro dan bpk Andrinov Chaniago yg menangani amdal tsb...pakar pencetus terbentuknya IKN..,1
1751,@rahmachannel123,2024-06-15T16:28:04Z,SETELAH UPACARA TERUS DITINGGALKAN KARENA DUITNYA HABIS DIPAKAI BANSOS PEMILU 2024.,0
1752,@bandibandi9715,2024-06-15T16:24:27Z,"Kalau menurut pendapat saya yang perlu di benahi itu pemberantasan korupsi karena sumber dari segala sumber kebobrokan itu adalah korupsi, ini malah yang di urus malah sumber lainnya yang bisa menimbulkan bisa di korupsi, itu pendapat saya",0
1753,@WakDer-xj8ul,2024-06-15T16:21:55Z,Ngabalin kalo ngomong tetap bohong...he he. ...,0
1754,@jupitersatuvenus7125,2024-06-15T16:17:47Z,"IKN Pusat Pemerintahan , bukan pusat Perdagangan..bukan pusat pabrik....ya  IKN kota modern , kota administrasi....pemerintah tidak bisa menjual tanah negara   kepada siapapun..tanah negara kog dijual....",0
1755,@widiatmopetrus3444,2024-06-15T16:17:42Z,"Kalau ikn blm siap, pindah ibu kota ke solo, sunan membiayai keuangan  RI,, spt sultan HB IX, biayai RI saat ibukota pindah Yogyakarta. Ingat UU, jakarta sdh dicabut sbg ibu kota.",0
1756,@Purwadi07,2024-06-15T16:17:27Z,Hanjur negeri ini otakmu tak sebanding hatimu.,0
1757,@sumiyaturn5910,2024-06-15T16:16:40Z,Bayangan itu sama dg  Hayalan,0
1758,@minnizachra9916,2024-06-15T16:16:07Z,Pertanyaan jg Apakah Probowo Mau melanjutkan Wlo Awal ketika msh Capres mo Melanjutkan Yg blm Tahu Berapa Anggaran nya tuk Melanjutkan Sementara Anggaran yg sdh Za begitu Menghabiskan banyak Sekali tp Blm Selesai Semua nya kita Tonton za Gimana Prabowo Akan Melanjutkan krn Ada isyu kt nya Gak Sanggup 🙏🙏,0
1759,@jupitersatuvenus7125,2024-06-15T16:14:06Z,"Yakin yg datang ke IKN  anak anak bapak bapak dan ibu ibu....kalau bpk dan ibu tak mau tinggalkan zona nyaman, nyaman yg sekarang...kalau mau maju harus tinggalkan zona nyaman ...Jakarta perlahan akan tenggelam oleh air laut...gula Jakarta yg mengundang semut semut ...kiasan untuk berkumpulnya banyak orang membuat air tanah tergerus, tanah menurun..baguslah IKN diciptakan...di Kaltim di tengah wilayah Indonesia..",10
1760,@hadisubhan9708,2024-06-17T06:02:33Z,Sok Tau.,0
1761,@jupitersatuvenus7125,2024-06-17T08:27:54Z,@@hadisubhan9708 .....hu..hu..hu...orang yang mau di zona nyaman terus tuh kayak lu...,0
1762,@andreassuhariyo1141,2024-06-15T16:13:08Z,"IKN musti segera dipercepat pembukaan n segera ditempati oleh presiden n jajarannya . Krn dimata dunia usaha akan bertambah PD berinfestasi. 
Kluu perlu pemberlakuan reward n punishment bagi yg menolak ke IKN khususnya kabinet terpilih . Krn APBN sudah cukup besar mendanai pewujudan IKN dan mjd bentuk pertanggung jawaban kpd masyarakat",0
1763,@umarabdulaziz7239,2024-06-16T05:10:41Z,"Hrslah skrg aja gas pindah jokowi dan kroni, jg yg 58 persen wajib gas ke ikn dan nyumbang tapera buat ikn, yg 42 persen bebas",0
1764,@john34965,2024-06-17T14:07:37Z,"KENAPA RUMAH PENSIUN JOKOWI KOK DI JAWA, KENAPA DIA GAK MILIH RUMAH PENSIUNNYA DI IKN???? MAKANYA SAYA SADAR IKN INI CUMA LAHAN KORUPSI YANG DIBELA BUZZER PEMERINTAH UNTU MENGELABUI ORANG GUOBLOK KAYAK ELO.",0
1765,@zidanzi-cn7fu,2024-06-15T16:13:03Z,Acara pendukung istana ??,0
1766,@tejotok,2024-06-15T16:11:17Z,ahirnya Ngabalin bisa bicara lumayan lunak gak nyrocos lagi😂😂😂,2
1767,@hierel6212,2024-06-15T16:10:57Z,CNN kok masih ngundang narasum penjilat bersorban yg gak fair kurang mutu  😢😢😂😂😂😂,0
1768,@amirudin4906,2024-06-15T16:10:23Z,"Saya sendiri tinggal di balikpapan dan meiihat pembangunan Ikn seperti apa,  malu melihat bahasanya ng-obe+lin😎😎",67
1769,@editorizal,2024-06-16T01:56:47Z,Anda tinggal di Balikpapan bukan di IKN jadi ga bisa dipercaya sepenuhnya apalagi IKN itu wilayah berizin dikunjungi. Anda siapa tahu kondisi IKN? WPS Channel dan Dian Rana YouTuber yg kerja di lapangan lebih saya percaya,7
1770,@pak35872,2024-06-16T04:37:06Z,Bahasanya ngabalin jadi NGIBULIN AKU BACA,5
1771,@pak35872,2024-06-16T04:39:48Z,​@@editorizalSy Percaya 100 / sen aoa yg Dikatakan Mas ini udah Bisa Dibaca Dg Kemunduran  Dua Org Pentig aku baca,3
1772,@geogorden7244,2024-06-16T05:59:44Z,@@editorizal mmg sulit menjelaskan pada pemuja jokowi yg rata2 bersumbu pendek....pembohong sampai kapanpun ya ttp pembohong...sblom jd presiden sdh pembohong besar kok msh dpuja2....,8
1773,@editorizal,2024-06-16T06:52:44Z,"@@pak35872 mereka mundur tp ketuanya balik lagi kerja jd utusan khusus internasional IKN, udh baca?? dan mereka mundur tetap mendukung pembangunan IKN katanya itu adalah peradaban masa depan dan visi Indonesia Emas 2045, mereka bilang begitu udh baca?",1
1774,@MuhammadRidho-vo6uy,2024-06-15T16:10:05Z,Sdh lah pak wiwi....bwrhenti berbohong berbohong....tobatlah pak wiwi.....,1
1775,@minnizachra9916,2024-06-15T16:10:02Z,Rencana yg Blm tentu apalg Akan Mengundang di duga Megawati tdk akan di Undang Wallahu Alam 🙏🙏,0
1776,@sriharnati5227,2024-06-15T16:09:26Z,Bacot mu ngabalin menjijikkan  klau rakyatnya sdah makmur biaya hidup sdsh terpenuhi ga masalh mau membuat ikn baru  .balegugg.,0
1777,@URAT_SARAF,2024-06-15T16:08:25Z,Indonesia sentris jaman now not geographic ngabaling,0
1778,@minnizachra9916,2024-06-15T16:08:07Z,Ngabalin yg sering Cari Pemcitraan Semenjak Masuk Istana  sblm masuk tahu sendiri Narasi nya😂😅,1
1779,@URAT_SARAF,2024-06-15T16:07:49Z,Kok bisa sebodoh ngabaling ini jadi jubir presiden di KSP wkwk😂,76
1780,@pak35872,2024-06-16T04:41:56Z,Klo Org Pinter Bener Ga Dipercaya ha ha ha aku baca,6
1781,@masadamsahid,2024-06-16T11:26:31Z,Yang milih dia jadi KSP emang pinter? 🤭,5
1782,@EliyaYahzina,2024-06-17T02:31:07Z,"Sengaja disodorkan kek model Ngabalin, biar yg lain gak fokus",3
1783,@ketutsemadi6370,2024-06-17T03:59:56Z,Supaya nurut kl disuruh,2
1784,@nadazen1957,2024-06-17T06:03:56Z,Karena paling JINAK kalo di Gembala... 😅,2
1785,@masdisuwandihusen7838,2024-06-15T16:07:28Z,Si ngabalin itu sorbannya ga copot²... Ga cocok tuh orang pake sorban krn akhlaknya sangat jelek...,0
1786,@nryarhar1101,2024-06-15T16:07:10Z,"Dalam dinasti politik aplagi family yg sdg masjab belum berakhir tidak ada kesetaraan antar sesama warga negara apalagi dengan warga biasa jelas melanggar human rights,, asian value itu maju kontestasi disaat family sdg berkuasa,, 👏👏 hormat kpd baginda yth sipaling asian value🎉🎉",8
1787,@FRHN-is4xw,2024-06-15T16:07:09Z,Ada Asian Value - Human Rights..,1
1788,@damarbagussetio4143,2024-06-15T16:11:52Z,😂😂 jadi inget podcast,1
1789,@FRHN-is4xw,2024-06-15T16:17:09Z,@@damarbagussetio4143 hahahha,0
1790,@sulkansulkan1694,2024-06-15T16:07:02Z,"Sebagai rakyay kecil sangat sedih  ketika pejabat berurusan hukum prosesnya sangat ribet
Beda jika rakyat kecil yg berurusan dngn hukum langsung masuk kandang",0
1791,@amirudin4906,2024-06-15T16:06:55Z,"Bahasa utamakan kepentingan rakyat hanya bunga bibir pak De..😃😃
Ikn hanya kota bayangan!",0
1792,@a2n56,2024-06-15T16:06:43Z,Korupsi human right 😂,0
1793,@jupitersatuvenus7125,2024-06-15T16:06:04Z,"Mundur berdua karena belum ada pemerintahan   di IKN....pemerintahan ada jika ada wilayah, sistem pemerintahan dan orang orang didalamnya ...nggak ada orang..jadi belum maksimal memerintah...yg jelas masih masif pembangunan...ya pak Basuki ajalah dulu yg memimpin...wajar...tugas baru mantan ketua otorita IKN yg sekarang lebih tepat..cari investor asing untuk IKN....investor asing diundang setelah konstruksi dasar selesai tahap I..rumah sakit , bank, sekolah, rumah ibadah, jalan, irigasi, bendungan air, listrik, rumah ASN, TNI POLRI , yudikatif, execitive, legislatif , istana Presiden, kantor, mall, pasar , bandara VVIP,  mall dll selesai...baru masuk infrastruktur dan teknik modern yg mengisi suatu ibu kota....plus orang orangnya",0
1794,@sriharnati5227,2024-06-15T16:05:37Z,Muak ngelihat muks sungabalin ..,86
1795,@JaysSabar,2024-06-16T02:42:06Z,Loe kan piaraan si Roky garong makannya loe GK suka ngabalin ...yg koment di sini ada dua kubu sama2;saling hina dan saling benci 😂😂😂,0
1796,@diaszaretta9596,2024-06-17T06:26:58Z,Sama .. ❤,8
1797,@abdulwahidhs1493,2024-06-17T07:51:55Z,Kepalanya ada roda scoter.,3
1798,@JaysSabar,2024-06-17T07:58:52Z,@@abdulwahidhs1493 jngn gitu ..emang nya loe pinter,1
1799,@HeriNell-xz6ds,2024-06-17T09:32:51Z,setidak nya tidak penjilat dan tukang ngibul kaya junjungan mu jokowi squad,0
1800,@amirudin4906,2024-06-15T16:04:43Z,"Ikn kemungkinan besar akan mangkrak, jadi kota bisu tanpa penghuni 😃😃",0
1801,@ronyrantau,2024-06-15T17:24:40Z,Penghuninya kan tu nyebelin😂😂😂😂😂,1
1802,@HendraSaputra-u7e,2024-06-15T16:04:01Z,sudah saatnya giliran kalimantan di bangun jangan jakarta aja soalnya kalimantan ini kaya akan hasil alam nya namun selama ini sudah tergerus habis kekayaan alam nya namun bangunan nya masih jauh terbelakang.,0
1803,@ulisitorus1267,2024-06-15T21:13:45Z,Tenang aja bentar lagi orang kalimantan akan seperti orang betawi di jkt.,0
1804,@dzonodz9317,2024-06-15T16:03:52Z,"IKN pasti mangkrak ... karena itu bentuk hukuman buat si jokowi . Ke - ngawuran jokowi dlm bikin kebijakan negara semau gue , bakal mendapatkan kehancuran di sisa hidupnya ...cercaan dan hinaan dari rakyat dan menanggung malu seumur hidup",4
1805,@koesnowari7386,2024-06-16T03:11:49Z,Tol dulu di hujat tapi sekarang yg hujat masuk tol juga,0
1806,@dzonodz9317,2024-06-16T04:01:08Z,"@@koesnowari7386 , tol jokowi tetep kuhujat ...karena terbukti tol jokowi gak bikin untung , bikin negara terbebani anggaran pemeliharaan dll  ( BUMN pengelolanyan pun pd bangkrut ) .... tol jokowi pun gak mampu memberi nilai tambah ekonomis , harga barang selalu nanjak karena tol jokowi gak mampu menurunkan biaya transportasi",0
1807,@dzonodz9317,2024-06-16T13:10:45Z,"@@Tatit_Widyartono , kau cek di data penerimaan negara , sumbangan dari tol cuma yg dari tol - tol dlm kota jakarta ( jokoei cuma mbangun dikit , sby dan presiden lain juga yg bikin ) ..lalu tol2 tertentu ...selebihnya , tol jadi beban negara ...cek tuh , bumn pengelolanya , pd bangkrut ...artinya tol yg dikelolanya rugi . Bumn rugi , berarti gak nyumbang pendapatan ke negara ... 
Indonesia iku ekonomi rakyatnya rendah , utang dan apbn harusnya lebih diprogramkan untuk jangka pendek menengah dan program produktif ....kalau tol ? Gede biayanya , sulit untung pula karena sektor bisnis dan ekonomi rakyat gak berkembang ...apalagi ternyata si jokowi abai pd prosedur perencanaan tol dan lainnya , akibatnya 30 % anggaran tol terkorupsi ...di jokowi cuma bangga bilang "" cepat ...cepat dan harus secepatnya .."" .",0
1808,@dzonodz9317,2024-06-16T17:04:31Z,"@@Tatit_Widyartono , tol di jakarta blok ..!  Banggain tol jokowi yg rugi , kok begitu bangga ?  Jokowi  gak bisa disalahkan perkara praktik2 korupsi ? Kupingmu apa gak dengar jika pinmpinan KPK , polri , kejagung itu orangnya jokowi semua ...alat politik jokowi semua ....praktek tebar bansos pilpres 492 T , itu jelas praktik KKN ...kelakuan langgar etika si jokoei itu adalah bentuk mental korups , kolusif dan nepotis ...sekarang , kau pikir dikit ...apa dampak kengawuran si jokowi yg gila bikin tol yg belum terencana tsb ..?   Utang negara jadi hampir 8400 T ..utang BUMN sudah 5000 T... kebodohan dan kemiskinan rakyat meningkat , terbukti si 02 harus ngasih makan + susu gratis ke rakyat dan tingkat IQ rakyat cuma 70 setara simpanse ... itu semua jarena jokowi itu asal kerja , kerjanya pun asal ...hingga anggaran negara masih bocor hampir 40%",0
1809,@Amran-n1x,2024-06-15T16:02:57Z,Tannya sama pk ngabalin di jkt apa di ikn,0
1810,@chikachika6917,2024-06-15T16:00:05Z,"Ngabalin biangkeroknya dilingkungan istana, penjilatnya di KSP",45
1811,@SugengBrama-qi3dn,2024-06-15T19:14:11Z,Jokowi hebat utang makin melambung APBN devisit 😂😂😂😂😂,1
1812,@lenbolenlenbolen9559,2024-06-15T19:42:12Z,​@@SugengBrama-qi3dnhutangmu x yang melambung sampai2diteror pinjol😂😂,2
1813,@ulalretsinamnakapulidkut,2024-06-15T22:14:22Z,tinggal jual pulau aja bang kalo bingung mikir utang 😂 ​@@SugengBrama-qi3dn,1
1814,@Al-Gazza,2024-06-16T03:25:38Z,​@@lenbolenlenbolen9559makanya baca berita biar tau hutang dan devisit Apbn.jangan nonton sinetron terus.,1
1815,@hujaema12jema4,2024-06-15T16:00:00Z,"Kerja cepat apbn bangkrut. Ayo para berhala rejim berlomba2lah kalian menjilat, inilah negeri konoha sangkuriang.",1
1816,@joulirahmat7881,2024-06-15T15:59:32Z,"Malu ngeliatnya. 
Cinta dunia 😊",13
1817,@user-zz4dw8eb2s,2024-06-15T15:46:04Z,"kinerja pak basuki, pak luhut dan pak bahlil  nyambung dg kinerja pak jokowi yaitu kerja cepat, sejak awal terpilih pak jokowi mmng prinsipx kerja cepat",0
1818,@bundaeda4390,2024-06-15T16:00:14Z,Benar yg penting kerja soal masalah belakangan akhirnya ya g tau😂,0
1819,@JembatBaru,2024-06-15T16:08:28Z,Juga cepet cari utangan,0
1820,@ronyrantau,2024-06-15T17:22:55Z,Cepat ngutang😂😂😂😂😂,0
1821,@kawiwika5173,2024-06-15T15:41:30Z,"Jadi ketua otorita IKN saja mundur kok cuma diperbantukan cari nvestor mau percepat, omong kosong tukang ngibul dan munafik",0
1822,@TheShatry,2024-06-15T15:39:15Z,pak anies kerja pake otak.....bangun peradaban bangsa,14
1823,@keluargaygsakinah4621,2024-06-15T16:34:30Z,Yg di bangun si abah apa??? Pengen tahu gua,0
1824,@leolion9887,2024-06-15T16:46:26Z,"​@@keluargaygsakinah4621wah gak pernah liat berita ya keberhasilan anis di jakarta,emang klw yg buta hati susah,mata melotot cm gk bisa liat apa"".",0
1825,@ekosetiyono8267,2024-06-15T16:55:13Z,​​@@keluargaygsakinah4621kamu gak lihat dijakarta banyak yang jual otak otak? Itulah bukti hasil kerja anis pake otak Hahahaha 😂😂😂😂😂,0
1826,@triyono5432,2024-06-15T17:22:54Z,"Main catur enak ni😂😂
Kalau raja turun istilah catur😅😅😂
Pusing mikirin catur.😊",0
1827,@TheShatry,2024-06-15T17:48:32Z,"ooo ini nih kurang lebih yang sudah dibangun anies

Karya Nyata Anies utk DKI 
1. Jakarta International E-Prix Circuit (JIEC) 
2. JAKARTA INTERNATIONAL STADIUM 
3. Trotoar di DKI jadi lebar, bersih, rapi dan indah. trotoar yang dibangun sekitar 341 km 
4 . Halte2 jadi besar indah, bersih, futuristik 
5. 1384 hunian DP 0% diJaktim, diresmikan 8 sep 2022
6. bangun 8 waduk untuk pengendalian banjir 
7. ModaTransportasi terpadu DENGAN SATU KARTU dan MURAH 
8. membangun dan merenovasi sebanyak 444 taman 
9. Jalur Hijau utk bikers.. jadi safety 
10. jPO2 yg iconic,SPT Phinisi dll.. futuristik 
11. aplikasi JAKi sangat membantu waktu covid 
12. PBB gratis utk rumah NJOP<2miliar 
13. Revitalisasi kampung aquarium yg digusur ahox 
14. 2 fly over tapal kuda ps Minggu &Lenteng Agung.. jadi ENGGAK MACET cuy 
15 Revitalisasi simpang 5 Senin.. 
16. Ribuan sumur resapan.. diejek PDIP tapi dicontek wi Heru
17. PLN menjangkau kep. Seribu,harga air bersih turun drastis 
18. pembangunan atau revitalisasi TIM ( taman ismail marzuki ) jadi kereeen 
19. revitalisasi kota tua batavia 
20. Jak lingko - sampe menerima penghargaan internasional 

dan masih banyak lagi....cek di pemrov dki channel",0
1828,@user-zz4dw8eb2s,2024-06-15T15:37:12Z,bukan mundur tapi di minta mundur karena kinerjax lambat dan kurang berani mengambil keputusan cepat,1
1829,@muhammaddjunaid-dr8gw,2024-06-15T16:07:25Z,"Jangan harap mau mundur, justeru berusaha melanggengkan kekuasaanx dg sistem dinasti , lihat sj anak ,mantu dn kel.semua diberi jabatan",0
1830,@tjonglioeng6693,2024-06-15T15:36:59Z,Kepada bang ngabalin kalau udah pindah ke ikn jangan pulang lagi ia😅 biar betah ia😅jgn habis upacara plg lagi😅ongkos mahal😅jangan sampai ustad mansyur teriak duuuuiiitnya dari mana😅,3
1831,@MukidiMukidi456,2024-06-15T16:23:01Z,Wkkkkkkk,0
1832,@andreysyaifudindarwis6585,2024-06-15T15:35:18Z,"ASTAGFIRULLAHULAZIM 3X  TIDAK ADA RASA MALU SI GEMBROT DAN SI CACINGAN GAYA NYA dan NGAKALI ,BANG GAIESZ INI 3 MANUSIA  HATI 2 SEMUA PENJILAT REZIM DINASTY DARI ISTANA .",0
1833,@MTOHIROFFICIAL,2024-06-15T15:34:59Z,bayangan kabinet malam moga gk jadi bayang bayang kabinet,6
1834,@Azimaaa10,2024-06-15T15:27:54Z,Ngabalin abangnya fahri hamzah ya ?,11
1835,@hannoman7078,2024-06-17T03:43:52Z,😂😂😂😂,1
1836,@supriyantoavara2808,2024-06-15T15:23:02Z,Asian value 😂,0
1837,@anakkalonk3652,2024-06-15T15:17:52Z,Pengabdi anies vs pengabdi jkw,0
1838,@hartonorachmat1009,2024-06-15T15:15:50Z,"IKN harusnya dirancang dgn perencanaan yg matang...bukan grusa grusu...melabrak lingkungan hidup.menguras apbn dan tdk mudah merubah habitat masyarakat disekitar dan yg akan menempati
Jika hanya jd ibukota saja tanpa ada industri besar..maka akan sepi penghuni",21
1839,@silastarrupadang8215,2024-06-15T16:23:59Z,Se7 HUT RI di IKN,2
1840,@JatnikaEmpi-v9b,2024-06-15T16:47:29Z,Jkwi sedang halusinasi emang nya punya gudang uang?,0
1841,@triyono5432,2024-06-15T17:19:15Z,Main catur enak ni..😂,0
1842,@jamaluddinkading1352,2024-06-16T03:05:00Z,"Kibulin kalau sudah ngecap kayak tahu segalanya, setelah menghina Jokowi diberi kesempatan ngumpul di istana jadi pembela setia dasar tidak tahu  malu, selalu tampil menjijikkan",0
1843,@bambangkartono2858,2024-06-16T03:19:47Z,"Sudahlah kita harus SADAR bahwa P. Jokowi, Menteri'', Pejabat OIKN dan Pelaksana adalah MANUSIA BIASA, Wajar apabila PUNYA RENCANA BESAR/KECIL untuk KEBAIKAN/KEMAJUAN MASA DEPAN, akan tetapi Kita Harus INGAT bahwa  ada yang MAHA KUASA dan MAHA PENENTU yaitu ALLAH SWT... TUHAN YANG MAHA ESA, namun harus BERUSAHA SEKUAT TENAGA, PIKIRAN DAN DANA sesuai dengan KEMAMPUAN, apabila SAAT INI BELUM BISA DILAKSANAKAN kita harus MENERIMA dan Tetap Terus Berusaha dan Terus Berusaha 5 tahun, 10 tahun, 25 tahun  hingga Menuju INDONESIA EMAS 2045 sebagaimana yang KITA CITA''KAN, INSYA'ALLAH ... Allah SWT merestui. Aamiin 3x YRA !!! 😆💘♥️🇮🇩🇮🇩02🇮🇩🇮🇩♥️💘😆",1
1844,@feiwong2315,2024-06-15T15:07:14Z,01. 03. CUMA. ORANG 2. SAKIT. HATI,3
1845,@putrahastinapura4248,2024-11-15T17:07:41Z,Pret,0
1846,@jousairihasbullah7141,2024-11-03T04:46:44Z,"Bambang ini sangat lemah. Beliau kuat di teori: lovable city, livable city, people cohesivity dll dll jago dia dan hanya itu diulang ulang..seperti ngasih kuliah....

Tapi coba tanya langkah langkah konkrit untuk cohesivity itu..sampe sekarang belum ada  langkah konkrit untuk misalnya dimana para pegawai  rendahan itu mereka akan tinggal:  people yg bekerja sbg pegawai mall, tukang kebun, pegawai rumah sakit, guru sekolah swasts  pegawai hotel  dll dll ..mestinya ada rusun untuk pegawai rendahan, pemilik toko kecil dll dll...ini contoh kecil. 
Dia bicara peoplenya ngga/belum ada..tapi  tempat tinggal mereka dimana..konkritnya..klu tempat tinggal tdk disediakan ya gimana penduduk mau bertambah..bagaimana ruh kota akan terbentuk....

Wajar jika dia ini berhenti dari ketua OIKN..bisa berteori tapi sama sekali ngga bisa kerja sistematis dan terukur dan Nyata.

Jenuh saya klu dia ngomong serba teoritis tapi langkah langkah konkrit untuk mencapainya seperti NOL besar...dan para pewawancara tv pun ngga komprehensif pemahamannya. Sehjngga hal hal yg mendasar justru tidak ditanyakan

Saya ulangi.. investor sudah membangun RS, dimana para pekerja nya akan ditampung? Dimana rumah yg disediakan untuk pegawai taman? Apa para pegawai itu silahlkan tinggal di tempat lain.
.
Saya kenal pun tidak dg sdr Bambang ini..ngga ada hatret..tapu kesimpulan saya. DIA TIDAK BISA KERJA KONKRIT.",0
