,author,published_at,comment,like
1601,@clangamers7501,2024-06-16T00:56:56Z,"EMG bisa dipercaya omongan yg keluar dri mulut joko-ntol ini. Cepat2 pensiun pak joko-ntol. Drpd mulut dan lidahnya berbohong trus, lebih baik balik ke solo mulutnya dipake u hisap p3p3k iriana",0
1602,@noorjamaliahjem6909,2024-06-16T00:55:49Z,ahh mimpisajalah indonesia tetap adawajah baru,0
1603,@muchammadsuhudchannel765,2024-06-16T00:55:36Z,Target proyek GUENDHENG,0
1604,@noorjamaliahjem6909,2024-06-16T00:54:26Z,bukan negara ini tak mau diper baharui rakyat mau namun harus mempunyai neracanya dulu,0
1605,@noorjamaliahjem6909,2024-06-16T00:52:57Z,selama ini tak ada ikn tak ada pun dikatakan indonesia tak sentris😂😂😂,0
1606,@ikikun1,2024-06-16T00:51:42Z,Asian value,0
1607,@noorjamaliahjem6909,2024-06-16T00:49:15Z,ber arti belum jelas lagi ke ada annya yng harus di clear kan semua mengapa harus memperingati hari kemer dekaan disana??,0
1608,@noorjamaliahjem6909,2024-06-16T00:44:19Z,infestor itu kata gibran cari di goggles banyak disana kan?? manasatu mau andapilih??😂😂😂,0
1609,@rajaboy3435,2024-06-16T00:43:49Z,"Tolong bikin uu siapa yg korupsi harus dimiskinkan sita semua yg ada hartanya,biar kapok, jangan berlomba lomba korusi semakin gila di saat ini tolong rakyat lagi susah 😭😭😭😭😭",0
1610,@noorjamaliahjem6909,2024-06-16T00:41:14Z,kalu menunjuk kan nega ber keadilan dan demokrasi tegak kan dulu peradaban semua dilanggar,2
1611,@noorjamaliahjem6909,2024-06-16T00:39:44Z,seluruh negara ini bem lum ada keadilan berbangsa dan bernegara,1
1612,@noorjamaliahjem6909,2024-06-16T00:38:05Z,ya benar perlu kemajuan negara tetapi harus ada timbal balik bukan semua tergesagesa adakan?? presiden penyabung,0
1613,@gedebudiarta2858,2024-06-16T00:33:39Z,Pintar pak ngabalin..... 😅,0
1614,@noorjamaliahjem6909,2024-06-16T00:32:04Z,setiap pekerjaan dibuat tergesagesa ujung ujung nya rosak semua hanya demi sebuah nama,0
1615,@noorjamaliahjem6909,2024-06-16T00:30:25Z,"jangan semua kinerja ter gesa gesa hingga ujung nya bermasalah semua tergesa gesa tanpa promi dengan jajaran nya
jangan hanya demi nama semua nya diganti ter gesagesa hinggauud pun tergesagesa ujung nya kerja seperti ini akan ber infak ujung nya semua",0
1616,@noorjamaliahjem6909,2024-06-16T00:27:34Z,negara huru hara belum tuntas permasalahan rakyat lagi. bukan semata mata untuk pembangunan saja sementara rakyat terbiar,0
1617,@noorjamaliahjem6909,2024-06-16T00:25:40Z,ikn pembangunan jangka masa panjang alias pembangunan step by step kan?? mengapa harus pak wiwi membanggakan namanya??,0
1618,@noorjamaliahjem6909,2024-06-16T00:23:49Z,pertanyaannya ada apaini semua bukan kah seharus nya yng meres mikan presiden yng menyam bungnya??,0
1619,@noorjamaliahjem6909,2024-06-16T00:22:27Z,ikn kan belum selesai 80% mengapa harus tergesa gesa bukan kah masih dalam pembinaan?? bukan kah harus selesai tuntas baru peresmian  nya baru boleh mem peringati  harikemerdekaan??,0
1620,@nartikotik4192,2024-06-16T00:10:24Z,"Komu itu jumak jelek""""kin PDI P KONTEN  GAK MUTU🤧🤮🤮🤮🤮",0
1621,@jokotingkir-jp5gh,2024-06-16T00:00:07Z,Kalo model presidenya jokowi ga dah ...yg ada 1 kampung semua jd pejabat..,0
1622,@Ciput78,2024-06-15T23:58:57Z,Jadilah rakyat yg cerdas IKN Uda jaman sokarno.soharto.dan SBY Uda dibahas trus kapan lagi dibangun KLO hanya wacana2 doang IKN dibangun butuh pemimpin yg berani tegas dlm segala hal resiko baik buruk dampaknya Uda di dalam uji coba para pakar. Dan peneliti dibidangnya masing...untuk Geis kamu itu turunan Yaman kamu saja yg pergi dr negri ini kami muak liat muka2 Yaman dinegri jijik q liat mukamu yg jelek gundul kyk batok kelapa,0
1623,@wahyudiaja2599,2024-06-15T23:58:47Z,"Yg merasa orang kaya jangan hanya bisa beli barang bagus, sebagus bagusnya barang tetap aja sifatnya rusak dimakan waktu dan takada harganya...Membangun IKN bukan untuk pribadi...IKN untuk kemajuan Indonesia demi generasi kegenarsi yg tidak akan mati... yg mati hanyalah orang tapi karyanya akan dikenang oleh generasi kegenerasi selanjutnya. IKN bukanlah barang...tetapi adalah benda tanah bangunan yg tidak akan pernah busuk bila yg mengelola orang2 yg punya Imajiner tinggi semoga Indonesia maju bersama Generasinya Semoga orang2 besar menjunjung tinggi pijakannya... kami hanyalah orang kecil tapi kami merasa bangga karena berpijak di Negara yg besar... Bangunlah jiwaku bangulah Negriku Indonesia maju...❤🇮🇩",2
1624,@sripargiyati7552,2024-06-16T13:41:28Z,"IKN bukan hanya utk kita hari ini tapi utk generasi YAD, Kebanggaan Bangsa dan Negara Indonesia, Optimis dan Positif  Semoga Pemerintah Indonesia Dapat  Membangun Peradaban Indonesia Melalui Pembangunan Ibukota Baru IKN  Menuju Indonesia Emas .....sebagai rakyat jelata ikut bangga ....aamiin",0
1625,@john34965,2024-06-17T13:57:25Z,"IKN ITU LAHAN KORUPSI, SEPERTI PEBANGUNAN YANG LAINNYA ZAMAN JOKOWI",0
1626,@indratops,2024-06-20T20:31:40Z,Optimis IKN akan JAYA❤,0
1627,@john34965,2024-06-20T21:39:26Z,@@indratops optimis boleh tapi pake logika juga.,0
1628,@HafizaLubna-i9n,2024-06-15T23:56:00Z,Sy lebih percaya gaes khalifah.,0
1629,@HafizaLubna-i9n,2024-06-15T23:55:07Z,"Ali ngbalin jgn di azak nasumber bahaya orang ini, benar di katakan ga benar, tdk negarawan, busuk dgn sendiri rezim",0
1630,@mery8823,2024-06-15T23:46:21Z,"SELAMAT BUAT KALIMANTAN 🎉😊
BERSABARLAH WAHAI JAKARTA😅😅",0
1631,@fahriyadifahri1647,2024-06-15T23:44:00Z,okee gasss okeee gassss,0
1632,@eniewulan6899,2024-06-15T23:18:42Z,"Sangat setuju klo ngabalin, redzim & anteknya segra pindah IKN selamanya.. gk ush balik Jkt",0
1633,@NormanTriAprianto,2024-06-15T23:16:48Z,ini bapaknya mia nih.. pak kalifah 👍😃👍,0
1634,@kusmanakadarusman3734,2024-06-15T23:06:52Z,Apapun yg terburu buru bisa gagal. Juragan ingin mendapatkan pujian. Sederhana bro,0
1635,@aprilianalestari6708,2024-06-15T23:03:06Z,❤❤❤❤🎉🎉🎉🎉🎉😂😂😂😂😂😂😂😂,0
1636,@bajracahyadi,2024-06-15T22:51:19Z,"Buat yang sudah 3 hari tidak bisa B.A.B , silahkan nonton dan simak omongannya si ngibulin...dijamin langsung mules2 dan lancar ke WC ...😛😋😋",0
1637,@exaroke8822,2024-06-15T22:48:58Z,"cm d indo yg kerja cepet tp d bilang grusa grusu prlu kajian lebih bla bla bla....kata orng korea : orng indo itu kerja lebih lambat drpd korea...
sehingga udah jd budaya kl d indo lambat... skrng orng mw kerja cepat malah jd culture shock.... jokowi mw niru pali pali korea tp mlah d cibir... aneh bener orang indo",0
1638,@ariesdokumentasi20,2024-06-15T22:45:18Z,😊😊😊cuman bayangan,0
1639,@sudarmono3384,2024-06-15T22:44:12Z,Dua host Asian value.. Muak liatnya..,0
1640,@yesayessa1613,2024-06-15T22:43:01Z,Ikn harus terus berjalan utk indonesia lebih baik,0
1641,@riyazahroh841,2024-06-15T22:37:52Z,"Uangx MN nambah LG abbn infestorx MN gabalin""imang ia uangx ad",0
1642,@adsatuduwatiga2808,2024-06-15T22:31:18Z,"IKN SEHARUSNYA BUKAN PRIORITAS BUAT INDONESIA,APALAGI JANJI KAMPANYE PK JOKOWI TIDAK TERUCAP ITU,YG SEHARUSNYA PRIORITAS ITU PEMBANGUNAN ENERGI TERBARUKAN SEPERTI HALNYA MENGANTI ENERGI LISTRIK BATU BARA N BBM MENJADI ENERGI LISTRIK TENAGA NUKLIR,BIAR MENGHEMAT, MENGUNTUNGKAN,MJAGA ALAM DARI PENAMBANGN BATU BARA,PADAHAL RUSIA UDAH INGIN BANGET SUPPORT INDONESIA PRIHAL TEKNOLOGI ITU.",0
1643,@Tutur.cahyono,2024-06-15T22:30:38Z,"Boleh boleh saja anak presiden jadi presiden tapi ya mbok entar setelah bapak nya lengser 
Kita nggak masalah bapak nya masih jadi presiden kita mikir nya bukan dia yang berjuang tapi bapak nya lewat kekuasaan bapak nya",0
1644,@masparjo8051,2024-06-15T22:30:35Z,Ini total politik,0
1645,@kumparannews5177,2024-06-15T22:15:27Z,Asian value kocak😂😂😂,0
1646,@TheShatry,2024-06-15T22:11:50Z,"Karya Nyata Anies utk DKI 
1. Jakarta International E-Prix Circuit (JIEC) 
2. JAKARTA INTERNATIONAL STADIUM 
3. Trotoar di DKI jadi lebar, bersih, rapi dan indah. trotoar yang dibangun sekitar 341 km 
4 . Halte2 jadi besar indah, bersih, futuristik 
5. 1384 hunian DP 0% diJaktim, diresmikan 8 sep 2022
6. bangun 8 waduk untuk pengendalian banjir 
7. ModaTransportasi terpadu DENGAN SATU KARTU dan MURAH 
8. membangun dan merenovasi sebanyak 444 taman 
9. Jalur Hijau utk bikers.. jadi safety 
10. jPO2 yg iconic,SPT Phinisi dll.. futuristik 
11. aplikasi JAKi sangat membantu waktu covid 
12. PBB gratis utk rumah NJOP<2miliar 
13. Revitalisasi kampung aquarium yg digusur ahox 
14. 2 fly over tapal kuda ps Minggu &Lenteng Agung.. jadi ENGGAK MACET cuy 
15 Revitalisasi simpang 5 Senin.. 
16. Ribuan sumur resapan.. diejek PDIP tapi dicontek wi Heru
17. PLN menjangkau kep. Seribu,harga air bersih turun drastis 
18. pembangunan atau revitalisasi TIM ( taman ismail marzuki ) jadi kereeen 
19. revitalisasi kota tua batavia 
20. Jak lingko - sampe menerima penghargaan internasional 

dan masih banyak lagi....cek di pemrov dki channel",0
1647,@ismailsadia887,2024-06-15T22:11:24Z,"Ngabalin lagi ngedongeng, orang dari awal jokowi bilang ikn tdk menggunakan apbn faktanya bohong, sdh ada ratusan investor asing mau masuk sampai akhir periode jokowi satupun tdk masuk, terus sekarang ngabalin masih juga ngedongeng, ngebalin….. ngabalin ….",0
1648,@benmuda7784,2024-06-15T22:00:19Z,"Klau HUT RI dirayakan di 2 tempat itu namanya menghamburkan keuangan negara, rakyat susah beli beras, muaaaaak dan menjijikan, pagi omong lain, sore omong laing, pembohong",0
1649,@MrPunyakugede,2024-06-15T21:58:40Z,JOKOWI PEMIMPIN HANCUR,0
1650,@gunawangiram7456,2024-06-15T21:43:39Z,"NONGOL LAGI THVYVL ANCOL YANG MENGAGUNG-AGUNGKAN ANIES, APAKAH RAKYAT JAKARTA MAU DITIPU LAGI. NANTI KALAU DIA TERPILIH LAGI JALANAN DI JAKARTA BANYAK DANAUNYA TIDAK HANYA SUMUR. SALAM WARAS 😷😷😷😷😷",0
1651,@MaryaQuraesin,2024-06-15T21:32:38Z,Cape ah nontonya  Budi Ari puyeng jadi host 😂😂,0
1652,@MaryaQuraesin,2024-06-15T21:30:02Z,CNN ini aneh bahas IKN sama orang orang yg gak tau IKN..hadeh dimana edukasi nya ini pepesan kosong,0
1653,@ulisitorus1267,2024-06-15T21:28:48Z,Sekalian indonesia di ubah jadi KERAJAAN biar makin langgeng dinasti jokowi.,0
1654,@MaryaQuraesin,2024-06-15T21:27:22Z,CNN salah tanya soal IKN ke pak Ngabalin harusnya yg di undang Ridwan Kamil,0
1655,@zatanac,2024-06-15T21:23:56Z,"WKWKWKKWK...... SEKUMPULAN ""ASS LICKER"" , DINASTY VALUE.",0
1656,@KBJ48,2024-06-15T20:58:29Z,Temannya spouse Bob,0
1657,@liverpoolfcliverpoolfc2527,2024-06-15T20:48:24Z,"P.ngabalin bilang indonesia banyak org2 pintar 👍👍
Tapi dinanfaatkan secara maksimal blm utk negara ?
difasilitasi ngra tdk p.ngabalin.
Yg pintet kasih kekuasaan pak ya ?
Biar tidak terjadi ribut2 sprt ini.",0
1658,@KenzieAradhana,2024-06-15T20:47:45Z,Korupsi tapi semua heppy 😂 ampas,1
1659,@dedykuswanto8583,2024-06-15T20:40:57Z,Coba putar kembali video ketika Bang Ali ini menjadi timses Prabowo....bagaimana Dia menghujat dan melecehkan Jokowi,29
1660,@raditratunisa7337,2024-06-16T10:28:37Z,Penjilat tetap penjilat bang. Jadi dengar aja,0
1661,@asnasutisna9209,2024-06-17T08:19:13Z,Wkwk hancur bng mulut Ngabalin mulut munafikun,0
1662,@jocaruban0079,2024-06-17T15:00:12Z,Kata gibran kl sdh d ksh tulang bakal diem,1
1663,@kayraponsel9009,2024-06-17T16:17:04Z,Maklum di penjilat,0
1664,@len8999,2024-06-18T06:25:50Z,Penjilat karena kedudukan dan uang yg mengiyurkan nya maka sdh tdk punya malu utk menjilat kembali ludah ludahnya.,1
1665,@hendrajulianto8360,2024-06-15T20:29:05Z,tuyul ancol pemuja anis nek liatnya  narasumber ini di undang😂😂,0
1666,@ah_channel007,2024-06-15T20:28:30Z,"IKN dulu didesain pembangunan bertahap sampai selesai tahun 2045, tapi nyatanya dikejar, dikebut sebelum masa kekuasaannya berakhir, dulu katanya tanpa APBN nyatanya semua APBN, investor asing ratusan sudah ada nyatanya nol, semua APBN yg seharusnya dana2 tersebut utk kepentingan rakyat kemudian dialokasikan utk IKN dan beberapa gelintir pengusaha lokal yg dijanjikan dg sesuatu agar mau ambil bagian, semua pada bohong, memang sekarang berbohong boleh ya? Ini penguasa  seenak udelnya saja.",1
1667,@ulalretsinamnakapulidkut,2024-06-15T22:21:48Z,namanya kerja cepat,0
1668,@purwantohadi2668,2024-06-15T20:23:45Z,Asian value 😂,0
1669,@purworejo1395,2024-06-15T20:20:32Z,"Si Ngabalin ngomongnya muter2 kelihatan mau nutupin fakta sebenarnya.
Manusia pwnjilat ,koplasaak",0
1670,@dachjarchannel9957,2024-06-15T20:19:25Z,"Anies Baswedan tidak punya kemampuan untuk jadi presiden. Buktinya kalah satu putaran oleh Prabowo Subianto dan Gibran Rakabuming yang didukung oleh pak Jokowi, presiden terbaik Indonesia. Jabatan tertinggi buat Anies adalh gubernur Jakarta. Itupun belum tentu bisa menang dua kali 😂😂😂😂😂😂😂😂",0
1671,@adehendarsyah8607,2024-06-15T20:13:09Z,Planga plongo..mana  orang percaya sama omongan penjilat ngabalin..,0
1672,@EdiMulyadi-iu9cj,2024-06-15T20:13:03Z,Terlalu berburu2 mau melaksanakan upacara 17 agustus di ikn....membangun sbuah ibu kota mestinya hrus benar2  di teliti jgn sampai nnti sprti jkt yg gampang banjir & sgla mslh lain,0
1673,@yovastone3873,2024-06-15T20:11:00Z,Dimanapun ngabalin slalu lucu😊,0
1674,@edmundsavalas192,2024-06-15T20:03:11Z,Presiden selanjutnya pun enggan utk melanjutkan proyek ini?,0
1675,@pakbelalang5813,2024-06-15T19:43:36Z,"Dana yang sudah di gelontorkan di IKN ini sudah Triliunan, jika ditunda pembangunan nya, khawatir pembangunan nya akan mangkrak… jika bangunan yg tdk ditempati bertahun-tahun bakal jadi gedung ronsok..
Agar pembangunan ini lebih efektif terealisasikan, Presiden terpilih, Pak Prabowo harus mendukung maksimal pemindahan Ibukota Negara ke IKN.. 
semoga Pembangunan Indonesia merata diseluruh pelosok indonesia.. tidak terpusat di pulau jawa saja",1
1676,@dachjarchannel9957,2024-06-15T19:40:22Z,Siapa si botak ini? Kok ngomongnya ngaco.,0
1677,@leilei8888,2024-06-15T19:36:35Z,"Temanya soal investasi IKN, gubernur bayangan malah ngomongin anies doang. Ini debat IKN atau kampanye Anies? Pemilu udah lewat pak",0
1678,@RifkiBayuAbdilah,2024-06-15T19:13:19Z,Ngabalin  omdo.,0
1679,@sopianhadi9456,2024-06-15T19:11:01Z,"GBK & JIS, GBK masih tetap diperlukan, dipergunakan, bermanfaat, sudah banyak manfaatnya yang dirasakan tak terhingga hingga sekarang masih tetap bermanfaat 👍, semoga IKN yang sudah di rancang, dipersiapkan dari berbagai keperluan yang dibutuhkan oleh pemerintah untuk Indonesia semoga cepat selesai pembangunannya 👍, jakarta tetap jakarta, semangat terus Indonesia ❤️",2
1680,@muhadiachwan8678,2024-06-15T19:08:35Z,"Di Kalimantan itu hidup tu enak.... pepatah orang Kalimantan begini, SEKALI MINUM AIR MAHAKAM PASTI PINGIN KEMBALI LAGI....",0
1681,@SugengBrama-qi3dn,2024-06-15T18:59:00Z,"APBN sudah diviisit 600 triliun, bagaimana bisa meneruskan IKN, sedangkan IKN belum ada peresmian 😂😂😂😂
Sejak awal pembangunan IKN sampai sekarang Belum ada investor asing.
TAPERA di paksakan untuk menutupi devisit APBN dan biaya pembangunan IKN 😂😂😂😂",4
1682,@itsnay39,2024-06-15T18:51:11Z,"Setelah di skak mat sama pandji 2 orang host ""asian value"" ini agak kalem ya 😂",46
1683,@euginiasouthwell6623,2024-06-16T04:02:05Z,"Dh downgrade sejak itu, ketauan value mrk cuma demi cuan ...",3
1684,@davidhendra8988,2024-06-17T06:24:57Z,Mereka b'2 takut lapar..!!!,0
1685,@sehatrianto8697,2024-06-18T20:38:00Z,😊0,0
1686,@sehatrianto8697,2024-06-18T20:38:12Z,"​@@davidhendra8988😊a
V

Xx",0
1687,@denzack5515,2024-06-20T17:12:40Z,"Bukan agak kalem, tapi agak sedikit terlihat bloon",0
1688,@dpurtinama,2024-06-15T18:43:33Z,itu kenapa Duo Host Dungu TotPol masih nongol....jijik liat nya,0
1689,@ogijuntak6830,2024-06-15T18:28:04Z,Host podcas sebelaht ini ga bermutu bgt diundang ..turun derajat cnn,0
1690,@siingsaleh6950,2024-06-15T18:25:15Z,"KALAU SEMUA CARA PANDANG BERPIKIR SEPERTI NGABALIN UNTUK MEMBELA NEGARA OLEH KARENA DEMI MEMBELA YG BERKUASA, RUSAK MASA DEPAN RAKYAT BANGSA INDONESIA...",12
1691,@jimantojimanto2911,2024-06-15T18:17:05Z,Gimana to iki negara indonesia kok ada negara bayangan menibulkan kegaduan dan membingunhkan,0
1692,@whonesiasikoji,2024-06-15T18:10:43Z,"Peradaban itu dibangun dari struktur berfikir yang memiliki nilai-nilai kerakyatan yang berkeadilan sosial. 
ketika rakyat dalam kesengsaraan : mengapa IKN yg harus dibangun demi sebuah wajah baru kebangsaan? 
wajah baru kebangsaan itu akan terlihat dunia ketika : 
01. ekonomi rakyat terbangun
02. Sumber Daya Manusia terentaskan dan tyerwadahi kreatifitasnya untuk membangun kemandirian bangsa 
03. sehingga bangsa ini tdk harus banyak import akan kebutuhan pokok 
Peradaban kok hanya di kaji dari telah pembangunan gedung dan infrastruktur 
dasar tukang ngibulin si ngabalin satu ini.........
ketahuan sekali PENJILATNYA dia
paraahhhhhhhhhhhhhhhhhhhhhhhhhhhhhh.................",0
1693,@KalemBa3,2024-06-15T18:04:34Z,"Anis Ga ada apa² jabat DKI..👎👎
Wawasan sempit/CETEK si Botak katanya org hebat, kok ente SUPER NEGATIF ..tobat lah usia bntr lagi GAME 😂

JOKOWIDODO,PRABOWO ❤🇲🇨

TOP Ridwan Kamil & Kaesang DKJ",0
1694,@alfitriafrizal7944,2024-06-15T17:54:51Z,"Bikin tratoar & jpo dgn apbd 80 triliun level wali kota....gue aja dgn dana yang jumbo ngak perlu berhutang membangun STADIUM JIS..EEHHH LUPA, KADRUN KAN ANTI HUTANG KATANYA....ITU PUN HASIL PERJUANGAN AHOK MELAWAN BEGAL TANAH LAPANGAN BMW...hanya mengerjakan barang yg sdh ada berhutang lg...sorry ni yee gue lupa dgn kaum yg haram berhutang😂😂😂",0
1695,@Talktoteachers-c8w,2024-06-15T17:51:34Z,Msih dipakai y asian valuenya😂,1
1696,@whonesiasikoji,2024-06-15T17:51:26Z,"NGABALIN si kadal buntung.........
parah",0
1697,@rusmansyahomanoman4489,2024-06-15T17:51:01Z,IKN Nusantara mantap hebat keren sekali ok banget semoga pembangunannya sukses selalu Aamiin Aamiin Aamiin YRA.,0
1698,@leolion9887,2024-06-15T17:24:26Z,"intinya narasi ngabalin harus pandai jilat menjilat penguasa klw mau sukses🤣🤣🤣,gak usah di pikirin keluhan rakyat.",0
1699,@yadinuralami7678,2024-06-15T17:22:57Z,"Ngabalin faham tuh membangun peradaban di IKN butuh waktu 20 thn lbh, laah kok ngapain ngebet amat ngabisin duit utk IKN sdgkan kondisi apbn lgi engap 😂😂😂",15
1700,@nadazen1957,2024-06-17T06:05:29Z,Biar bisa di Korupsi rame2 mumpung lagi menjabat 😅,1
1701,@tonmartono7691,2024-06-15T17:19:55Z,"Muak lihat Ngabalin tepuk2,sm mulut ngoceh kemana2,kelihatan sekali otaknya kemasukqn CTM.",0
1702,@firmancatfir_nemo9880,2024-06-15T17:17:48Z,Si paling Asian Value.. Yg waras cm Om Geiz,20
1703,@SumarsihJatiwiro,2024-07-11T12:34:13Z,Utamakan Pendidikan biar pandai rakyatnya dulu menurut Muh Hatta apabila akan mengimpor barang yang belum diproduksi denger denger mau ngimpor Dokter padahal sudah banyak pendidikan dokter harusnya diberi ikatan dinas biar mau ditempatkan di daerah terpencil ini untuk kabinet bayangan,0
1704,@SumarsihJatiwiro,2024-07-11T13:16:34Z,Di Inggris DPR ada 2 sistem kamar 1 dipilih berdasarkan keturunan kamar 2 dipilih rakyat kalau Indonesia dipilih rakyat  Mas Ngabalin,0
1705,@RiyanCool12,2024-06-15T17:16:07Z,kan sdh dijelaskan.. ikn utk  memonitor kesejahteraan Indonesia timur bkn  arah ibukota 🤦‍♂️,0
1706,@teamkabaronline,2024-06-15T17:10:23Z,mau makan liat ngabalin..wkwkwk..ilang selera,0
1707,@ronyrantau,2024-06-15T17:16:02Z,😂😂😂😂😂😂😂😂,0
1708,@yulianti2423,2024-06-15T17:09:04Z,SI BOTAK YG TIDAK PUNYA OTAK 😢,1
1709,@teamkabaronline,2024-06-15T17:07:42Z,ambisi yang gila,0
1710,@widjihindariwati4820,2024-06-15T17:03:55Z,"Coba ke pedalaman kalimantan , 😢😢😢, IKN hanya mimpi jokowi dan kroni bukan masyarakat adat",0
1711,@terpadu161,2024-06-15T17:02:58Z,"Pertanyaan stay di ikn atau jakarta, kenpa jawabannya panjang, tunggal jawab ukn atau jakarta.",0
1712,@nandesferdy1821,2024-06-15T17:02:08Z,"WIIHHHH....
SI ASIAN VALUES NGELAWAK LAGI...
SAMA SI HUMAN RIGHT....  😂😂😂
MANUSIA2 SAMPAHH...",1
1713,@Koplak-d3y,2024-06-15T17:01:55Z,Jokowi emang mantab ❤❤.  banyak bukti yang di rasakan masyarakat  . Hanya orang orang  yg ngak suka  yg bikin onar    biar  semua macet kebanyakan demo . protes dlln  yang ngak penting .  Buat gaduh .   Fakta presiden jokowi     nyata  bukan omong kosong . 😂😂😂😂😂😂😂,0
1714,@JembatBaru,2024-06-15T17:33:08Z,"Iya betul betul mantap  mewariskan hutang yg mencekik leher rakyat  , mampukah si wowo tuk melunasinya?",0
1715,@suhonomas7946,2024-06-15T17:01:25Z,"Mencla...mencle, dulu diawal pembangunan IKN ..Jokowi begitu percaya diri detik2 perayaan HUT RI 2024..dipusatkan di IKN.",20
1716,@susiadmo8043,2024-06-19T00:02:57Z,"PROYEK APAPUN DI DUNIA PASTI PUNYA TARGET. JIKA TARGET MELESET ITU HAL BIASA TERKAIT APAPUN SEBABNYA.
CONYOH :
KERETA CEPAT CALIFORNIA MOLOR DARI TH 1996, HINGGA KINI BELUM SELESAI. BIAYA SEMULA $ 33 B, NAIK $ 77 B, DAN TH 2023 NAIK LAGI MENJADI $ 127 B.
DEMIKIAN JUGA KERETA CEPAT HSR2 (LONDON - MANCHESTER) MOLOR 20-AN TAHUN DAN SEKARANG DIHENTIKAN !!!
DAN MASIH BANYAK LAGI, CONTOH DI DUNIA INI !!! 😝😝😝😝😝",0
1717,@sportschannel7547,2024-06-15T16:59:36Z,TOLPOLLL,0
1718,@unknown-k8d2c,2024-06-15T16:58:17Z,I  hhhh....K ayaknya...N geri....IKN,0
1719,@Mellowship1,2024-06-15T16:56:57Z,Yah... Duo Dungu Asian value nongol lagi😅,1
1720,@Awi-ym7yy,2024-06-15T16:56:50Z,Anak Sama istri Ngabalin ini apa engga malu liat Ngabalin ini ngibul2 ya,0
1721,@YudhaHarwan,2024-06-15T16:55:45Z,SALAM ASIAN VALUE,8
1722,@NaomiLiling,2024-06-17T06:39:09Z,Buru buru nanti kesandung ....,0
1723,@jorankalbarfishing9126,2024-06-15T16:55:31Z,"Saya orang kalimantan,kalian nggak tau dampak luar biasa besar yg ada di kalimantan.... 
Tempat kalian jalan tol di mana, kami apa, jalan masih pasir,tanah sejak pembngunan ikn jalan,jembatan jadi bagus,perekonomian pun ikut menaik... ingat keadilan. Kalian di jawa uwih banjir ngeluh.. apa pernah kalimantan banjir ngeluh..",3
1724,@firmancatfir_nemo9880,2024-06-15T17:18:49Z,Kalimantan itu butuh infrastruktur dasar.. Utamanya air bersih.,1
1725,@ulisitorus1267,2024-06-15T20:56:57Z,Semogo orang kalimantan asli hidup sejahtera dengan adanya ikn dan bisa tinggal dekat istana bukan orang dari luar kalimantan apalagi dari luar indonesia. Jgn sampai orang luar kalimantan hidup di istana tapi orang kalimantan tinggal di pinggiran atau di hutan.,1
1726,@eniewulan6899,2024-06-15T23:22:46Z,"Pd dasarnya rakyat stuju ibukota pindah, tp gsk ujug2 cm 2 thn harus jadi smntara uang aja gk punya, uang boleh utang, trus yg bayar utang rakyat..
Ini yg di maksud pemerataan?
Pembangunan IKN diatas penindasan rakyat 🙏",0
1727,@editorizal,2024-06-16T01:54:27Z,​@@eniewulan6899anda dan banyak seperti anda berfikir tanpa dasar. Pahami dulu rencana induknya. IKN itu dibangun bertahap sampe 2045. Dan tahun ini selesai tahap 1.,1
1728,@fadilahakbar9941,2024-06-16T04:42:32Z,"bener, nih IKN sangat berdampak bagus, maka dari itu ayo kita ikut menyumbang ke negara melalui TAPERA dan Pajak yang tinggi supaya bisa membantu APBN yang defisit",0
1729,@akhmadilarba7578,2024-06-15T16:53:57Z,"Sikap sigundul Tuyulnya Anies bernarasi seenak udelnya., untyng Anies kalah, kalau menang sigundul Tuyul ini aksn menghabidkan uang negara.",0
1730,@JatnikaEmpi-v9b,2024-06-15T16:53:39Z,Ngabalin.itu tk.obat di.pasar dulunya ya?,0
1731,@Koplak-d3y,2024-06-15T16:52:43Z,😂😂😂 yg lebih tau  yg menjalankan  proyek ikn . Yang sok tau  sok pintar  ngak tau apa apa  itu si komentar . 😂😂😂😂,0
1732,@JatnikaEmpi-v9b,2024-06-15T16:51:19Z,Alm Rizal Ramli bilang proyek ngelindur jkwi otu,0
1733,@ruusthereisjemarllyn3477,2024-06-15T16:49:55Z,Mungkin kah membangun sebuah Ibu kota baru dalam sekejapppp 👈 Mimpi buruk atau mimpi mulukkkk ? Apalagi disebuah pulau yang memiliki Budaya yang sangat Keras ! Aq cinta orang Dayak ! Mereka harus tetap exist !,20
1734,@SugengBrama-qi3dn,2024-06-15T19:09:46Z,"IKN Bermasalah, anehnya bangunan belum selesai kok mau di gunakan untuk upacara 17 Agustus 😂😂😂😂
Proyek proyek yang sudah bisa di gunakan itu setelah diresmikan.",0
1735,@Yusaedi,2024-06-16T00:00:34Z,Bukan muluk atau buruk  itu namanya grsa grusu ego kessu pengen kesohor ujungnya banyak cerita Ooong pengen kesohor😩🤪😜🖐,0
1736,@EnnyJogjes,2024-06-16T00:53:20Z,"​@@SugengBrama-qi3dnjokowi memaksakan diri di IKN krn jokowi  pengin di kenang setelah lengser dgn  IKN nya, itu mslhnya.. 
Jd  biar  anak cucu kita ingat IKN ingat Jokowi.",1
1737,@editorizal,2024-06-16T01:52:36Z,"​@@SugengBrama-qi3dnyg penting bukan masalah korupsi, IKN masalahnya kecil, cuma lahan 2000 hektar dari total 250ribu.",0
